evt,mtt,mu_pt,mu_abseta,pileup,weight,nevents,N_gen,gw_pos,gw_neg
45,691.8091594262164,361.4204,0.46209717,31.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
46,642.8106837763094,361.4204,0.46209717,31.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
47,349.03333519465986,216.93268,0.094055176,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
48,639.1419216678562,216.93268,0.094055176,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
49,835.4158893054457,133.2639,0.8041992,27.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
50,683.3610072797487,133.2639,0.8041992,27.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
51,1371.1004173299443,173.47108,1.3764648,7.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
52,1059.298827833114,173.47108,1.3764648,7.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
53,1209.6151948542697,431.62408,0.5415039,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
54,1164.2842809873623,431.62408,0.5415039,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
55,1174.718084010916,104.31818,1.0681152,28.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
56,876.2415562376924,142.04048,0.67993164,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
57,739.0986665052518,142.04048,0.67993164,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
58,800.2998370581886,356.59894,0.20605469,33.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
59,937.2107328231338,356.59894,0.20605469,33.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
60,595.2577362940901,164.41801,0.4274292,21.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
61,531.5992185825927,96.660385,1.4533691,19.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
62,492.1210521519018,96.660385,1.4533691,19.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
63,622.6681641370676,96.660385,1.4533691,19.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
64,2001.224957074696,366.07172,0.30029297,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
65,407.7221219348857,366.07172,0.30029297,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
66,959.5201590778402,273.31326,0.4354248,41.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
67,378.0483361569143,273.31326,0.4354248,41.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
68,943.4284798302788,273.31326,0.4354248,41.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
69,437.3518011115208,273.31326,0.4354248,41.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
70,747.3240278285566,216.71266,0.2956543,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
71,1837.2405918354373,362.05945,0.61865234,28.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
72,637.3353230227159,362.05945,0.61865234,28.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
73,1580.0018430087096,297.76077,1.2973633,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
74,1544.6980562558947,297.76077,1.2973633,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
75,974.4452692159628,224.7049,0.5970459,18.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
76,1122.2499499623043,224.7049,0.5970459,18.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
77,866.0631845797003,224.7049,0.5970459,18.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
78,765.6421662383843,224.7049,0.5970459,18.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
79,355.72441701649063,181.4617,0.23666382,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
80,532.620804577037,181.4617,0.23666382,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
81,983.0017437844738,168.81407,0.60253906,22.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
82,1910.9218667735856,76.6083,1.8579102,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
83,3166.6720239879214,340.46146,1.4155273,28.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
84,2102.4778460654265,340.46146,1.4155273,28.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
85,1625.2372925350626,295.78342,0.2861328,34.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
86,631.6325527411864,295.78342,0.2861328,34.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
87,686.3385944144983,279.05627,0.9423828,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
88,1214.1666222098902,279.05627,0.9423828,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
89,1762.384089830788,271.8492,0.4418335,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
90,291.77127363065205,271.8492,0.4418335,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
91,260.8184726622925,165.8614,0.6875,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
92,1084.719790738804,58.617363,1.1079102,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
93,1029.483111961864,58.617363,1.1079102,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
94,932.7380274018304,58.617363,1.1079102,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
95,1909.845028443416,234.45856,1.4284668,22.0,-72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
96,544.8812306612837,129.60481,1.098877,13.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
97,476.2373606799685,129.60481,1.098877,13.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
98,433.2203153200921,129.60481,1.098877,13.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
99,1087.1371136243338,147.03505,0.71765137,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
100,1340.8013218011313,147.03505,0.71765137,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
101,370.3536687939223,237.98343,0.79174805,30.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
102,352.512738272382,237.98343,0.79174805,30.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
103,860.332719381241,81.894165,0.6887207,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
104,1481.5489148663892,179.71053,0.6986084,15.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
105,877.63199366633,179.71053,0.6986084,15.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
106,838.8893086041809,179.71053,0.6986084,15.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
107,1308.8708150510042,328.20288,1.2111816,18.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
108,1316.965417880853,328.20288,1.2111816,18.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
109,2068.7591207202145,163.1647,1.8664551,22.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
110,1851.8316061458,163.1647,1.8664551,22.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
111,1584.930536283555,105.012886,0.960083,13.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
112,1361.7219558842871,105.012886,0.960083,13.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
113,447.0905382393204,192.87605,0.048683167,21.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
114,922.6820764013416,134.8065,0.09190369,23.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
115,1040.5836407376894,89.94442,0.1720581,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
116,1042.3296822091163,89.94442,0.1720581,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
117,1516.443633947712,376.363,1.3024902,23.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
118,1997.2003421827396,376.363,1.3024902,23.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
119,397.4217575421792,100.8195,0.4348755,26.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
120,329.06577662286253,100.8195,0.4348755,26.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
121,1192.1147521226526,189.95337,0.2822876,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
122,570.1113500525925,224.9459,0.713501,30.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
123,2708.2658814873494,118.536095,2.2373047,22.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
124,1227.8395100254909,233.88802,0.09931946,12.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
125,1435.8074271871417,64.59799,1.5439453,35.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
126,767.1258566598144,64.59799,1.5439453,35.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
127,665.1233186588067,64.59799,1.5439453,35.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
128,2190.517801822436,284.44186,1.7600098,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
129,566.3895273897144,99.68996,0.7125244,33.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
130,563.6407495638442,99.68996,0.7125244,33.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
131,505.2593250695389,99.68996,0.7125244,33.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
132,1015.5903564423976,56.43848,1.1125488,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
133,1529.7263128359302,56.43848,1.1125488,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
134,1322.179300797961,228.85553,0.34204102,31.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
135,1366.1959503791572,228.85553,0.34204102,31.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
136,1067.9955753380111,228.85553,0.34204102,31.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
137,2400.822962418556,168.52483,1.0141602,28.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
138,1881.5713512306609,168.52483,1.0141602,28.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
139,1429.458826363617,277.5517,0.78063965,31.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
140,369.2454600777882,338.61673,0.28308105,26.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
141,897.9011066394991,338.61673,0.28308105,26.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
142,606.5576518440612,190.37209,0.8671875,14.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
143,843.2637124298075,190.37209,0.8671875,14.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
144,892.8382013524171,90.21281,0.84606934,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
145,1596.3764033403895,90.21281,0.84606934,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
146,872.7371961214063,90.21281,0.84606934,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
147,1246.7698280843158,244.94803,0.052360535,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
148,1090.6242513759971,244.94803,0.052360535,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
149,731.1486106273414,298.4463,0.75634766,12.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
150,3393.165634342757,185.89836,0.116104126,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
151,804.5329250017068,185.89836,0.116104126,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
152,650.320648603153,185.89836,0.116104126,20.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
153,397.1556336143824,204.81067,0.3428955,33.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
154,1252.1052400139206,304.55698,0.28338623,26.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
155,1135.9257516301036,304.55698,0.28338623,26.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
156,3817.501371711084,355.8009,1.4558105,35.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
157,974.4555618910284,355.8009,1.4558105,35.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
158,643.4305527099682,384.44238,1.8410645,13.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
159,1066.709368650346,262.54056,0.1784668,23.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
160,1268.203294292984,76.22269,1.5102539,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
161,785.2964683710362,76.22269,1.5102539,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
162,662.840190074172,76.154526,0.07991028,15.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
163,1177.1057576861422,76.154526,0.07991028,15.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
164,996.568631886742,99.86713,0.3399048,19.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
165,1292.5054870070228,358.0898,0.6199951,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
166,1262.7096953128334,358.0898,0.6199951,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
167,524.6664327869915,146.35204,0.25219727,28.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
168,1136.4771154101531,177.4003,1.6484375,18.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
169,1079.9374388985116,177.4003,1.6484375,18.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
170,1140.354254660988,140.88188,0.46374512,22.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
171,857.7096220156321,140.88188,0.46374512,22.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
172,1181.329219491416,101.61815,0.45458984,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
173,788.5712187444199,101.61815,0.45458984,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
174,440.40681427492376,145.6628,0.861084,29.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
175,509.4734841422752,145.6628,0.861084,29.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
176,515.6446834246349,145.6628,0.861084,29.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
177,838.4507382597931,188.12631,0.25390625,14.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
178,393.8465070480807,99.87692,0.0821228,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
179,924.6032640060208,129.39752,0.68847656,32.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
180,1363.5591741480182,129.39752,0.68847656,32.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
181,626.9738721939166,159.25797,0.54089355,11.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
182,539.9005691168458,83.14114,0.0032191277,35.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
183,1273.9931310610198,83.14114,0.0032191277,35.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
184,858.3125194347381,150.08241,1.4199219,29.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
185,1142.3666630789112,58.764317,1.1623535,14.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
186,1336.4737893657025,111.468605,1.7861328,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
187,1141.7160982183957,111.468605,1.7861328,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
188,1172.6209603944085,111.468605,1.7861328,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
189,665.2845325260671,240.76433,0.018741608,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
190,703.0057055543994,240.76433,0.018741608,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
191,646.9471363545342,240.76433,0.018741608,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
192,1509.8237439976751,128.56853,0.355896,22.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
193,697.2884419736755,128.56853,0.355896,22.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
194,656.7352170857116,128.56853,0.355896,22.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
195,1467.6307307293885,65.17315,0.3503418,17.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
196,1364.593836666035,65.17315,0.3503418,17.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
197,432.4695783280134,166.82253,0.322937,28.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
198,1283.793448995498,69.708206,0.025688171,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
199,1069.0941578384068,69.708206,0.025688171,25.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
200,440.5349955901704,76.89626,0.4401245,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
201,405.3411455204157,76.89626,0.4401245,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
202,398.5252633990093,76.89626,0.4401245,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
203,944.5431938655696,78.24366,1.2194824,19.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
204,1027.4501916222266,315.7414,0.49871826,14.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
205,1065.9104226274128,315.7414,0.49871826,14.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
206,1738.6284117604089,275.6977,1.6481934,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
207,1552.1817040549688,176.46695,0.6563721,19.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
208,560.5262148329865,104.461044,1.0717773,12.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
209,2259.770287780189,301.8182,0.77197266,33.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
210,713.5659707930788,301.8182,0.77197266,33.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
211,1925.6684488953128,499.3461,0.76135254,29.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
212,561.6573452558733,134.29929,0.5727539,22.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
213,1226.1585208057177,256.87833,0.09410095,23.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
214,1111.4927887195695,256.87833,0.09410095,23.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
215,1799.455948689608,124.40384,0.59265137,13.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
216,1444.9003533533069,124.40384,0.59265137,13.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
217,1462.0571307336168,124.40384,0.59265137,13.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
218,812.3177301167381,165.8555,1.4819336,17.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
219,1100.8139382886563,118.62293,1.5375977,19.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
220,1003.7766726120618,118.62293,1.5375977,19.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
221,1060.3446056104317,274.4948,0.87353516,17.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
222,504.0239728348231,274.4948,0.87353516,17.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
223,1751.7221358985626,174.42952,1.2414551,17.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
224,434.1507425412724,88.79732,0.14926147,18.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
225,354.3374118182248,88.79732,0.14926147,18.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
226,1555.7964108475192,262.69266,1.1291504,29.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
227,1563.3581211112723,262.69266,1.1291504,29.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
228,1305.7304608814827,223.18037,0.4819336,26.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
229,1247.379680124213,223.18037,0.4819336,26.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
230,475.04753753486847,116.45983,0.9873047,17.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
231,1385.675701055548,262.36658,0.31854248,21.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
232,1153.4787332918356,262.36658,0.31854248,21.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
233,2086.163987819744,147.66612,0.63671875,32.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
234,1563.5694140977184,147.66612,0.63671875,32.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
235,1390.8637021631926,231.94446,0.970459,19.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
236,977.3346263337784,151.74423,0.16235352,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
237,997.2667343039632,151.74423,0.16235352,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
238,1327.1796031437264,456.2445,0.30145264,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
239,1031.3576678672964,456.2445,0.30145264,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
240,566.9905736076518,156.68889,0.5900879,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
241,512.5185429509747,156.68889,0.5900879,24.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
242,1457.3209671004004,111.40251,0.27539062,23.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
243,653.0176809303794,134.45386,0.1545105,17.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
244,907.7253026288532,131.61375,1.2890625,16.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
245,419.5227907145157,114.173744,0.11677551,23.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
246,553.3646085296746,200.38055,0.43597412,30.0,72.69830322265625,1301000.0,1290316.0,1295658.0,5342.0
